bait_uniprot	bait_symbol	bait_usage
P35754	GLRX	2
P35813	PPM1A	2
P35869	AHR	2
P35900	KRT20	2
P35908	KRT2	2
P35914	HMGCL	1
P35916	FLT4	2
P35968	KDR	2
P35998	PSMC2	2
P36222	CHI3L1	2
P36269	GGT5	2
P36383	GJC1	2
P36402	TCF7	2
P36404	ARL2	2
P36405	ARL3	2
P36406	TRIM23	2
P36507	MAP2K2	2
P36508	ZNF76	2
P36542	ATP5F1C	2
P36543	ATP6V1E1	2
P36544	CHRNA7	2
P36575	ARR3	2
P36578	RPL4	2
P36639	NUDT1	2
P36776	LONP1	2
P36873	PPP1CC	2
P36888	FLT3	2
P36894	BMPR1A	2
P36896	ACVR1B	2
P36897	TGFBR1	2
P36915	GNL1	2
P36941	LTBR	2
P36952	SERPINB5	2
P36955	SERPINF1	2
P36956	SREBF1	2
P36957	DLST	2
P36959	GMPR	2
P36980	CFHR2	2
P37023	ACVRL1	2
P37058	HSD17B3	2
P37059	HSD17B2	2
P37088	SCNN1A	2
P37108	SRP14	2
P37173	TGFBR2	2
P37198	NUP62	2
P37231	PPARG	2
P37235	HPCAL1	2
P37268	FDFT1	2
P37287	PIGA	2
P37288	AVPR1A	2
P37802	TAGLN2	2
P37837	TALDO1	2
P37840	SNCA	2
P38117	ETFB	2
P38159	RBMX	2
P38398	BRCA1	2
P38405	GNAL	2
P38432	COIL	2
P38484	IFNGR2	2
P38606	ATP6V1A	2
P38646	HSPA9	2
P38919	EIF4A3	2
P38935	IGHMBP2	2
P38936	CDKN1A	2
P39019	RPS19	2
P39060	COL18A1	2
P39656	DDOST	2
P39687	ANP32A	2
P39748	FEN1	2
P39880	CUX1	2
P39905	GDNF	2
P40121	CAPG	2
P40123	CAP2	2
P40126	DCT	2
P40189	IL6ST	2
P40199	CEACAM6	2
P40222	TXLNA	2
P40227	CCT6A	2
P40238	MPL	2
P40259	CD79B	2
P40305	IFI27	2
P40306	PSMB10	2
P40313	CTRL	2
P40337	VHL	2
P40424	PBX1	2
P40425	PBX2	2
P40426	PBX3	2
P40617	ARL4A	2
P40692	MLH1	2
P40763	STAT3	2
P40818	USP8	2
P40855	PEX19	2
P40879	SLC26A3	2
P40925	MDH1	2
P40926	MDH2	2
P40937	RFC5	2
P40938	RFC3	2
P40967	PMEL	2
P41002	CCNF	2
P41091	EIF2S3	1
P41134	ID1	2
P41143	OPRD1	2
P41145	OPRK1	2
P41146	OPRL1	2
P41159	LEP	2
P41161	ETV5	2
P41162	ETV3	2
P41180	CASR	1
P41181	AQP2	2
P41182	BCL6	2
P41208	CETN2	2
P41212	ETV6	2
P41217	CD200	2
P41218	MNDA	2
P41219	PRPH	2
P41220	RGS2	2
P41221	WNT5A	2
P41222	PTGDS	2
P41223	BUD31	2
P41225	SOX3	2
P41226	UBA7	2
P41227	NAA10	2
P41229	KDM5C	2
P41231	P2RY2	2
P41235	HNF4A	2
P41236	PPP1R2	2
P41238	APOBEC1	2
P41240	CSK	2
P41247	PNPLA4	2
P41250	GARS1	2
P41252	IARS1	2
P41271	MICOS10-NBL1	2
P41279	MAP3K8	2
P41567	EIF1	2
P41586	ADCYAP1R1	2
P41587	VIPR2	2
P41594	GRM5	2
P41595	HTR2B	2
P41597	CCR2	2
P41732	TSPAN7	2
P41743	PRKCI	2
P41968	MC3R	2
P41970	ELK3	2
P42025	ACTR1B	2
P42166	TMPO	2
P42167	TMPO	2
P42224	STAT1	2
P42226	STAT6	2
P42229	STAT5A	2
P42261	GRIA1	2
P42262	GRIA2	2
P42263	GRIA3	2
P42285	MTREX	2
P42330	AKR1C3	2
P42331	ARHGAP25	2
P42336	PIK3CA	2
P42338	PIK3CB	2
P42345	MTOR	2
P42356	PI4KA	2
P42357	HAL	2
P42566	EPS15	2
P42568	MLLT3	2
P42574	CASP3	2
P42575	CASP2	2
P42677	RPS27	2
P42679	MATK	2
P42680	TEC	2
P42681	TXK	2
P42684	ABL2	2
P42685	FRK	2
P42695	NCAPD3	2
P42696	RBM34	2
P42701	IL12RB1	2
P42702	LIFR	2
P42704	LRPPRC	2
P42765	ACAA2	2
P42766	RPL35	1
P42768	WAS	2
P42771	CDKN2A	2
P42772	CDKN2B	2
P42773	CDKN2C	2
P42830	CXCL5	2
P42857	NSG1	2
P42858	HTT	2
P42892	ECE1	2
P43004	SLC1A2	2
P43005	SLC1A1	2
P43026	GDF5	2
P43034	PAFAH1B1	2
P43080	GUCA1ANB-GUCA1A	2
P43088	PTGFR	2
P43115	PTGER3	2
P431152	NA	1
P43116	PTGER2	2
P43119	PTGIR	2
P43121	MCAM	2
P43146	DCC	2
P43155	CRAT	1
P43220	GLP1R	2
P43234	CTSO	2
P43235	CTSK	2
P43243	MATR3	2
P43246	MSH2	2
P43250	GRK6	2
P43251	BTD	2
P43268	ETV4	2
P43307	SSR1	2
P43308	SSR2	2
P43320	CRYBB2	2
P43351	RAD52	2
P43353	ALDH3B1	2
P43354	NR4A2	1
P43355	MAGEA1	2
P43356	MAGEA2B	2
P43357	MAGEA3	2
P43358	MAGEA4	2
P43360	MAGEA6	2
P43361	MAGEA8	2
P43362	MAGEA9B	2
P43363	MAGEA10	2
P43364	MAGEA11	2
P43378	PTPN9	2
P43403	ZAP70	2
P43405	SYK	2
P43490	NAMPT	2
P43628	KIR2DL3	2
P43629	KIR3DL1	2
P43630	KIR3DL2	2
P43631	KIR2DS2	2
P43632	KIR2DS4	2
P43652	AFM	2
P43657	LPAR6	2
P43681	CHRNA4	2
P43686	PSMC4	2
P43694	GATA4	2
P43699	NKX2-1	2
P43897	TSFM	2
P45378	TNNT3	2
P453791	NA	2
P45381	ASPA	2
P45844	ABCG1	2
P45877	PPIC	2
P45880	VDAC2	2
P45954	ACADSB	2
P45973	CBX5	2
P45974	USP5	2
P45983	MAPK8	2
P45984	MAPK9	2
P45985	MAP2K4	2
P46013	MKI67	2
P46020	PHKA1	2
P46059	SLC15A1	2
P46060	RANGAP1	2
P46063	RECQL	2
P46087	NOP2	1
P46089	GPR3	2
P46092	CCR10	2
P46094	XCR1	2
P46095	GPR6	2
P46098	HTR3A	2
P46100	ATRX	2
P46108	CRK	2
P46109	CRKL	2
P46379	BAG6	2
P46439	GSTM5	2
P46459	NSF	2
P46527	CDKN1B	2
P46531	NOTCH1	2
P46663	BDKRB1	1
P46695	IER3	2
P46734	MAP2K3	2
P46736	BRCC3	2
P46777	RPL5	2
P46778	RPL21	2
P46779	RPL28	2
P46781	RPS9	2
P46783	RPS10	2
P46821	MAP1B	2
P46926	GNPDA1	2
P46934	NEDD4	2
P46937	YAP1	2
P46939	UTRN	2
P46940	IQGAP1	2
P46952	HAAO	2
P46976	GYG1	2
P46977	STT3A	1
P47211	GALR1	2
P47224	RABIF	2
P47710	CSN1S1	2
P47712	PLA2G4A	2
P47736	RAP1GAP	2
P47755	CAPZA2	2
P47756	CAPZB	2
P47804	RGR	2
P47813	EIF1AX	2
P47870	GABRB2	2
P47871	GCGR	2
P47881	OR3A1	2
P47897	QARS1	2
P47900	P2RY1	2
P47902	CDX1	2
P47914	RPL29	2
P47928	ID4	1
P47929	LGALS7B	2
P47972	NPTX2	2
P47985	UQCRFS1	1
P47989	XDH	2
P47992	XCL1	2
P48023	FASLG	2
P48039	MTNR1A	2
P48047	ATP5PO	2
P48050	KCNJ4	1
P48051	KCNJ6	2
P48052	CPA2	2
P48058	GRIA4	2
P48059	LIMS1	2
P48060	GLIPR1	2
P48061	CXCL12	1
P48065	SLC6A12	2
P48146	NPBWR2	2
P48147	PREP	1
P48163	ME1	2
P48201	ATP5MC3	2
P48230	TM4SF4	2
P48304	REG1B	2
P48357	LEPR	2
P48378	RFX2	1
P48380	RFX3	2
P48382	RFX5	2
P48426	PIP4K2A	2
P48431	SOX2	2
P48436	SOX9	2
P48443	RXRG	2
P48444	ARCN1	2
P48448	ALDH3B2	2
P48449	LSS	2
P48454	PPP3CC	2
P48506	GCLC	2
P48509	CD151	2
P48539	PCP4	2
P48544	KCNJ5	2
P48551	IFNAR2	2
P48552	NRIP1	2
P48553	TRAPPC10	2
P48556	PSMD8	2
P48594	SERPINB4	2
P48634	PRRC2A	2
P48637	GSS	2
P48643	CCT5	2
P48645	NMU	2
P48651	PTDSS1	2
P48668	KRT6C	1
P48681	NES	2
P48723	HSPA13	2
P48728	AMT	2
P48729	CSNK1A1	2
P48730	CSNK1D	2
P48736	PIK3CG	2
P48740	MASP1	2
P48742	LHX1	2
P48745	CCN3	2
P48751	SLC4A3	2
P48764	SLC9A3	2
P48775	TDO2	2
P48788	TNNI2	2
P48960	ADGRE5	2
P48995	TRPC1	2
P49005	POLD2	2
P49006	MARCKSL1	2
P49023	PXN	2
P49069	CAMLG	2
P49116	NR2C2	2
P49146	NPY2R	2
P49184	DNASE1L1	2
P49190	PTH2R	2
P49221	TGM4	2
P49247	RPIA	2
P49257	LMAN1	2
P49281	SLC11A2	2
P49286	MTNR1B	2
P49321	NASP	2
P49326	FMO5	2
P49327	FASN	2
P49336	CDK8	2
P49354	FNTA	2
P49356	FNTB	2
P49366	DHPS	2
P49368	CCT3	2
P49406	MRPL19	2
P49407	ARRB1	2
P49411	TUFM	2
P49418	AMPH	2
P49419	ALDH7A1	2
P49427	CDC34	2
P49441	INPP1	2
P49447	CYB561	2
P49448	GLUD2	2
P49450	CENPA	2
P49454	CENPF	2
P49458	SRP9	2
P49459	UBE2A	2
P49585	PCYT1A	2
P49590	HARS2	2
P49591	SARS1	2
P49593	PPM1F	2
P49638	TTPA	2
P49639	HOXA1	2
P49641	MAN2A2	1
P49642	PRIM1	2
P49643	PRIM2	2
P49662	CASP4	2
P49674	CSNK1E	2
P49675	STAR	2
P49682	CXCR3	2
P49683	PRLHR	2
P49703	ARL4D	2
P49711	CTCF	2
P49715	CEBPA	2
P49716	CEBPD	2
P49720	PSMB3	2
P49721	PSMB2	2
P49736	MCM2	2
P49746	THBS3	2
P49747	COMP	2
P49748	ACADVL	2
P49750	YLPM1	2
P49753	ACOT2	2
P49754	VPS41	2
P49755	TMED10	2
P49756	RBM25	2
P49757	NUMB	2
P49758	RGS6	2
P497580	NA	2
P49759	CLK1	2
P49760	CLK2	2
P49761	CLK3	2
P49765	VEGFB	2
P49767	VEGFC	2
P49768	PSEN1	2
P49770	EIF2B2	2
P49771	FLT3LG	2
P49773	HINT1	2
P49788	RARRES1	2
P49789	FHIT	2
P49790	NUP153	2
P49792	RANBP2	2
P49796	RGS3	2
P49798	RGS4	2
P49802	RGS7	2
P49810	PSEN2	2
P49815	TSC2	2
P49821	NDUFV1	2
P49840	GSK3A	2
P49841	GSK3B	2
P49842	STK19	2
P49888	SULT1E1	2
P49901	SMCP	2
P49902	NT5C2	2
P49903	SEPHS1	2
P49910	ZNF165	2
P49914	MTHFS	2
P49916	LIG3	2
P49917	LIG4	2
P49918	CDKN1C	2
P49959	MRE11	2
P49961	ENTPD1	2
P50052	AGTR2	2
P50053	KHK	2
P50148	GNAQ	2
P50150	GNG4	2
P50151	GNG10	2
P50213	IDH3A	2
P50221	MEOX1	2
P50222	MEOX2	2
P50225	SULT1A1	2
P50226	SULT1A2	2
P50238	CRIP1	2
P50281	MMP14	2
P50336	PPOX	2
P50395	GDI2	2
P50402	EMD	2
P50406	HTR6	2
P50416	CPT1A	2
P50440	GATM	1
P50452	SERPINB8	2
P50453	SERPINB9	2
P50454	SERPINH1	2
P50458	LHX2	2
P50461	CSRP3	1
P50502	ST13	2
P50539	MXI1	2
P50542	PEX5	2
P50548	ERF	2
P50549	ETV1	2
P50552	VASP	2
P50553	ASCL1	2
P50570	DNM2	2
P50583	NUDT2	2
P50591	TNFSF10	2
P50613	CDK7	2
P50616	TOB1	2
P50747	HLCS	2
P50748	KNTC1	2
P50749	RASSF2	2
P50750	CDK9	2
P50851	LRBA	1
P50876	RNF144A	2
P50895	BCAM	2
P50897	PPT1	2
P50914	RPL14	2
P50990	CCT8	2
P50995	ANXA11	2
P51003	PAPOLA	2
P51114	FXR1	2
P51116	FXR2	2
P51148	RAB5C	2
P51149	RAB7A	2
P51151	RAB9A	2
P51153	RAB13	2
P51157	RAB28	2
P51159	RAB27A	2
P51164	ATP4B	2
P51168	SCNN1B	2
P51172	SCNN1D	2
P51178	PLCD1	2
P51397	DAP	2
P51398	DAP3	2
P51449	RORC	2
P51451	BLK	2
P51452	DUSP3	2
P51460	INSL3	2
P51504	ZNF80	2
P51513	NOVA1	2
P51530	DNA2	2
P51531	SMARCA2	2
P51532	SMARCA4	2
P51553	IDH3G	2
P51570	GALK1	2
P51572	BCAP31	2
P51575	P2RX1	2
P51582	P2RY4	2
P51587	BRCA2	2
P51606	RENBP	2
P51608	MECP2	2
P51610	HCFC1	2
P51617	IRAK1	2
P51636	CAV2	2
P51648	ALDH3A2	2
P51649	ALDH5A1	2
P51654	GPC3	2
P51665	PSMD7	2
P51668	UBE2D1	2
P51671	CCL11	2
P51674	GPM6A	2
P51677	CCR3	2
P51679	CCR4	2
P51681	CCR5	2
P51684	CCR6	2
P51685	CCR8	1
P51686	CCR9	1
P51687	SUOX	2
P51690	ARSL	2
P51692	STAT5B	2
P51693	APLP1	2
P51784	USP11	2
P51787	KCNQ1	2
P51788	CLCN2	2
P51790	CLCN3	1
P51793	CLCN4	2
P51795	CLCN5	2
P51798	CLCN7	2
P51800	CLCNKA	2
P51805	PLXNA3	2
P51808	DYNLT3	2
P51809	VAMP7	2
P51810	GPR143	2
P51812	RPS6KA3	2
P51813	BMX	2
P51814	ZNF41	2
P51816	AFF2	1
P51817	PRKX	2
P51825	AFF1	2
P51843	NR0B1	2
P51854	TKTL1	2
P51857	AKR1D1	2
P51858	HDGF	2
P51878	CASP5	2
P51884	LUM	2
P51888	PRELP	2
P51911	CNN1	2
P51946	CCNH	2
P51948	MNAT1	2
P51955	NEK2	2
P51956	NEK3	2
P51957	NEK4	2
P51959	CCNG1	2
P51965	UBE2E1	2
P51970	NDUFA8	2
P52179	MYOM1	2
P52198	RND2	2
P52209	PGD	2
P52272	HNRNPM	2
P52292	KPNA2	2
P52294	KPNA1	2
P52298	NCBP2	2
P52306	RAP1GDS1	2
P52333	JAK3	2
P52429	DGKE	1
P52435	POLR2J	2
P52564	MAP2K6	2
P52565	ARHGDIA	2
P52594	AGFG1	2
P52597	HNRNPF	2
P52630	STAT2	2
P52655	GTF2A1	2
P52657	GTF2A2	2
P52701	MSH6	2
P52732	KIF11	2
P52735	VAV2	2
P52736	ZNF133	2
P52737	ZNF136	2
P52738	ZNF140	2
P52739	ZNF131	2
P52744	ZNF138	2
P52756	RBM5	2
P52757	CHN2	2
P52758	RIDA	2
P52788	SMS	2
P52789	HK2	2
P52790	HK3	2
P52797	EFNA3	2
P52798	EFNA4	2
P52799	EFNB2	2
P52803	EFNA5	2
P52815	MRPL12	2
P52823	STC1	2
P52824	DGKQ	2
P52888	THOP1	2
P52895	AKR1C2	2
P52926	HMGA2	2
P52943	CRIP2	2
P52948	NUP98	2
P52952	NKX2-5	2
P53004	BLVRA	2
P53041	PPP5C	2
P53350	PLK1	2
P53355	DAPK1	2
P53365	ARFIP2	2
P53367	ARFIP1	2
P53370	NUDT6	2
P53384	NUBP1	2
P53567	CEBPG	2
P53582	METAP1	2
P53597	SUCLG1	2
P53602	MVD	2
P53611	RABGGTB	2
P53618	COPB1	2
P53634	CTSC	2
P53667	LIMK1	2
P53671	LIMK2	2
P53672	CRYBA2	2
P53673	CRYBA4	2
P53674	CRYBB1	2
P53677	AP3M2	2
P53680	AP2S1	2
P53701	HCCS	2
P53778	MAPK12	2
P53779	MAPK10	2
P53801	PTTG1IP	2
P53804	TTC3	2
P53805	RCAN1	2
P53814	SMTN	2
P53816	PLAAT3	2
P53985	SLC16A1	2
P53990	IST1	2
P53992	SEC24C	2
P53999	SUB1	2
P54098	POLG	2
P54105	CLNS1A	2
P54108	CRISP3	2
P54132	BLM	2
P54136	RARS1	2
P54198	HIRA	2
P54219	SLC18A1	2
P54252	ATXN3	2
P54253	ATXN1	2
P54257	HAP1	2
P54259	ATN1	1
P54274	TERF1	2
P54277	PMS1	2
P54278	PMS2	2
P54284	CACNB3	2
P54296	MYOM2	1
P54315	PNLIPRP1	2
P54368	OAZ1	2
P54577	YARS1	2
P54578	USP14	2
P54619	PRKAG1	2
P54646	PRKAA2	2
P54652	HSPA2	2
P54687	BCAT1	2
P54709	ATP1B3	2
P54710	FXYD2	2
P54725	RAD23A	2
P54727	RAD23B	2
P54753	EPHB3	2
P54756	EPHA5	1
P54760	EPHB4	2
P54762	EPHB1	2
P54764	EPHA4	2
P54792	NA	2
P54829	PTPN5	2
P54845	NRL	2
P54849	EMP1	1
P54852	EMP3	2
P54886	ALDH18A1	2
P54920	NAPA	2
P54922	ADPRH	2
P55000	SLURP1	2
P55010	EIF5	2
P55011	SLC12A2	2
P55036	PSMD4	2
P55039	DRG2	2
P55040	GEM	2
P55042	RRAD	2
P55055	NR1H2	2
P55058	PLTP	2
P55060	CSE1L	2
P55061	TMBIM6	1
P55064	AQP5	2
P55072	VCP	2
P55075	FGF8	2
P55081	MFAP1	2
P55082	MFAP3	2
P55083	MFAP4	2
P55084	HADHB	2
P55085	F2RL1	2
P55087	AQP4	2
P55107	GDF10	2
P55145	MANF	2
P55157	MTTP	2
P55196	AFDN	2
P55197	MLLT10	2
P55198	MLLT6	2
P55199	ELL	2
P55201	BRPF1	2
P55209	NAP1L1	2
P55210	CASP7	2
P55211	CASP9	2
P55212	CASP6	2
P55265	ADAR	2
P55273	CDKN2D	2
P55286	CDH8	2
P55287	CDH11	2
P55290	CDH13	2
P55291	CDH15	2
P55316	FOXG1	2
P55317	FOXA1	2
P55318	FOXA3	2
P55327	TPD52	2
P55344	LIM2	2
P55345	PRMT2	2
P55347	PKNOX1	2
P55735	SEC13	2
P55769	SNU13	2
P55771	PAX9	2
P55773	CCL23	2
P55774	CCL18	2
P55789	GFER	1
P55795	HNRNPH2	2
P55809	OXCT1	2
P55822	SH3BGR	2
P55851	UCP2	2
P55854	SUMO3	2
P55884	EIF3B	2
P55899	FCGRT	2
P55957	BID	2
P56134	ATP5MF	2
P56159	GFRA1	1
P56179	DLX6	2
P56180	TPTE	2
P56182	RRP1	2
P56192	MARS1	2
P56199	ITGA1	2
P56202	CTSW	2
P56211	ARPP19	2
P56270	MAZ	2
P56279	TCL1A	2
P56282	POLE2	2
P56377	AP1S2	2
P56378	ATP5MJ	2
P56381	ATP5F1E	2
P56385	ATP5ME	2
P56470	LGALS4	2
P56524	HDAC4	2
P56537	EIF6	2
P56539	CAV3	2
P56545	CTBP2	2
P56555	DSCR4	2
P56556	NDUFA6	2
P56557	TMEM50B	2
P56559	ARL4C	2
P56589	PEX3	2
P56597	NME5	2
P56645	PER3	2
P56693	SOX10	2
P56703	WNT3	2
P56704	WNT3A	2
P56705	WNT4	2
P56706	WNT7B	2
P56730	PRSS12	2
P56747	CLDN6	2
P56748	CLDN8	2
P56817	BACE1	2
P56851	EDDM3B	2
P56856	CLDN18	2
P56915	GSC	2
P56937	HSD17B7	2
P56945	BCAR1	2
P56962	STX17	2
P57052	RBM11	2
P57054	PIGP	2
P57055	RIPPLY3	2
P57058	HUNK	2
P57059	SIK1	2
P57060	RWDD2B	2
P57073	SOX8	2
P57075	UBASH3A	2
P57076	CFAP298	2
P57077	MAP3K7CL	2
P57078	RIPK4	2
P57081	WDR4	2
P57086	SCAND1	2
P57087	JAM2	2
P57103	SLC8A3	2
P57105	SYNJ2BP	2
P57678	GEMIN4	2
P57682	KLF3	2
P57721	PCBP3	2
P57723	PCBP4	2
P57727	TMPRSS3	2
P57729	RAB38	2
P57735	RAB25	2
P57739	CLDN2	2
P57740	NUP107	2
P57764	GSDMD	2
P57771	RGS8	2
P57775	FBXW4	2
P57796	CABP4	2
P58004	SESN2	2
P58005	SESN3	2
P58012	FOXL2	2
P58062	SPINK7	2
P58166	INHBE	2
P58215	LOXL3	2
P58304	VSX2	2
P58317	ZNF121	2
P58335	ANTXR2	2
P58340	MLF1	2
P58397	ADAMTS12	2
P58499	FAM3B	2
P58511	SMIM11	2
P58549	FXYD7	2
P58557	YBEY	2
P58658	EVA1C	2
P58753	TIRAP	2
P59046	NLRP12	1
P59047	NLRP5	2
P59190	RAB15	2
P59536	TAS2R41	2
P59542	TAS2R19	2
P59551	TAS2R60	2
P59665	DEFA1B	2
P59768	GNG2	2
P59797	SELENOV	1
P59817	ZNF280A	2
P59861	DEFB131A	2
P59910	DNAJB13	2
P59942	MCCD1	2
P59990	KRTAP12-1	2
P59991	KRTAP12-2	2
P59998	ARPC4	2
P60006	ANAPC15	2
P60014	KRTAP10-10	2
P60022	DEFB1	2
P60033	CD81	2
P60059	SEC61G	2
P60153	RNASE9	2
P60174	TPI1	2
P60201	PLP1	2
P60228	EIF3E	2
P60321	NANOS2	2
P60328	KRTAP12-3	1
P60329	KRTAP12-4	2
P60331	KRTAP10-1	2
P60369	KRTAP10-3	1
P60370	KRTAP10-5	2
P60409	KRTAP10-7	1
P60410	KRTAP10-8	1
P60411	KRTAP10-9	1
P60412	KRTAP10-11	2
P60468	SEC61B	2
P60484	PTEN	2
P60510	PPP4C	2
P60520	GABARAPL2	2
P60602	ROMO1	2
P60604	UBE2G2	1
P60660	MYL6	2
P60709	ACTB	2
P60763	RAC3	2
P60827	C1QTNF8	2
P60842	EIF4A1	2
P60852	ZP1	2
P60866	RPS20	2
P60880	SNAP25	2
P60891	PRPS1	2
P60896	SEM1	2
P60900	PSMA6	2
P60903	S100A10	2
P60953	CDC42	2
P60981	DSTN	2
P61006	RAB8A	2
P61018	RAB4B	2
P61019	RAB2A	2
P61020	RAB5B	2
P61024	CKS1B	2
P61026	RAB10	2
P61073	CXCR4	2
P61077	UBE2D3	2
P61081	UBE2M	2
P61086	UBE2K	2
P61088	UBE2N	2
P61106	RAB14	2
P61158	ACTR3	2
P61160	ACTR2	2
P61165	TMEM258	2
P61201	COPS2	2
P61204	ARF3	2
P61218	POLR2F	2
P61221	ABCE1	2
P61224	RAP1B	2
P61225	RAP2B	2
P61236	YPEL3	2
P61244	MAX	2
P61247	RPS3A	2
P61254	RPL26	2
P61266	STX1B	1
P61278	SST	1
P61289	PSME3	2
P61296	HAND2	2
P61313	RPL15	2
P61326	MAGOH	2
P61328	FGF12	2
P61353	RPL27	2
P61371	ISL1	2
P61421	ATP6V0D1	2
P61457	PCBD1	2
P61513	RPL37A	2
P61586	RHOA	2
P61587	RND3	2
P61599	NAA20	2
P61601	NCALD	1
P61604	HSPE1	2
P61619	SEC61A1	2
P61626	LYZ	2
P61758	VBP1	2
P61764	STXBP1	2
P61769	B2M	2
P61812	TGFB2	2
P61916	NPC2	2
P61925	PKIA	2
P61952	GNG11	2
P61956	SUMO2	2
P61960	UFM1	2
P61962	DCAF7	2
P61964	WDR5	2
P61966	AP1S1	2
P61968	LMO4	2
P61970	NUTF2	2
P61978	HNRNPK	2
P61981	YWHAG	2
P62068	USP46	2
P62070	RRAS2	2
P62072	TIMM10	2
P62079	TSPAN5	2
P62081	RPS7	2
P62136	PPP1CA	2
P62140	PPP1CB	2
P62158	NA	2
P62166	NCS1	2
P62191	PSMC1	2
P62195	PSMC5	2
P62241	RPS8	2
P62253	UBE2G1	2
P62256	UBE2H	2
P62258	YWHAE	2
P62263	RPS14	2
P62277	RPS13	2
P62280	RPS11	2
P62304	SNRPE	2
P62306	SNRPF	2
P62308	SNRPG	2
P62310	LSM3	2
P62312	LSM6	2
P62314	SNRPD1	2
P62316	SNRPD2	2
P62318	SNRPD3	2
P62324	BTG1	2
P62328	TMSB4X	2
P62330	ARF6	2
P62333	PSMC6	2
P62380	TBPL1	2
P62424	RPL7A	2
P62487	POLR2G	2
P62491	RAB11A	2
P62495	ETF1	2
P62508	ESRRG	2
P62633	CNBP	2
P62699	YPEL5	2
P62701	RPS4X	2
P62714	PPP2CB	2
P62736	ACTA2	2
P62745	RHOB	2
P62753	RPS6	2
P62760	VSNL1	2
P62805	H4C16	2
P62807	H2BC8	2
P62820	RAB1A	2
P62826	RAN	2
P62829	RPL23	2
P62834	RAP1A	2
P62837	UBE2D2	2
P62841	RPS15	1
P62851	RPS25	2
P62854	RPS26	2
P62857	RPS28	2
P62861	FAU	2
P62873	GNB1	2
P62875	POLR2L	2
P62877	RBX1	2
P62879	GNB2	2
P62888	RPL30	2
P62906	RPL10A	2
P62913	RPL11	2
P62917	RPL8	2
P62937	PPIA	2
P62942	FKBP1A	2
P62945	RPL41	2
P62952	BLCAP	2
P62955	CACNG7	2
P62979	RPS27A	2
P62987	UBA52	2
P62993	GRB2	2
P62995	TRA2B	2
P63000	RAC1	2
P63010	AP2B1	2
P63027	VAMP2	2
P63092	GNAS	2
P63096	GNAI1	2
P63098	PPP3R1	2
P63104	YWHAZ	2
P63146	UBE2B	2
P63151	PPP2R2A	2
P63162	SNURF	2
P63165	SUMO1	2
P63167	DYNLL1	2
P63172	DYNLT1	2
P63208	SKP1	2
P63211	GNGT1	2
P63215	GNG3	2
P63218	GNG5	1
P63220	RPS21	2
P63241	EIF5A	2
P63244	RACK1	2
P63252	KCNJ2	2
P63261	ACTG1	2
P63272	SUPT4H1	2
P63279	UBE2I	2
P63313	TMSB10	2
P67775	PPP2CA	2
P67809	YBX1	2
P67812	SEC11A	1
P67870	CSNK2B	2
P67936	TPM4	2
P68036	UBE2L3	2
P68104	EEF1A1	2
P68106	FKBP1B	2
P68133	ACTA1	1
P68363	TUBA1B	2
P68366	TUBA4A	2
P68371	TUBB4B	2
P68400	CSNK2A1	2
P68402	PAFAH1B2	2
P68431	H3C12	2
P68543	UBXN2A	2
P68871	HBB	2
P69892	HBG2	2
P69905	HBA2	2
P78310	CXADR	1
P78314	SH3BP2	2
P78317	RNF4	2
P78318	IGBP1	2
P78324	SIRPA	2
P78325	ADAM8	2
P78329	CYP4F2	2
P78330	PSPH	2
P78332	RBM6	2
P78333	GPC5	2
P78334	GABRE	2
P78337	PITX1	2
P78344	EIF4G2	2
P78345	RPP38	2
P78346	RPP30	2
P78347	GTF2I	2
P78348	ASIC1	2
P78352	DLG4	2
P78356	PIP4K2B	2
P78357	CNTNAP1	1
P78358	CTAG1A	2
P78362	SRPK2	2
P78364	PHC1	2
P78367	NKX3-2	2
P78368	CSNK1G2	2
P78369	CLDN10	2
P78371	CCT2	2
P78380	OLR1	2
P78381	SLC35A2	2
P78382	SLC35A1	2
P78383	SLC35B1	2
P78385	KRT83	2
P78386	KRT85	2
P78395	PRAME	2
P78396	CCNA1	2
P78406	RAE1	2
P78410	BTN3A2	2
P78412	IRX6	2
P78413	IRX4	2
P78417	GSTO1	2
P78423	CX3CL1	2
P78424	POU6F2	2
P78504	JAG1	2
P78508	KCNJ10	2
P78524	DENND2B	1
P78527	PRKDC	2
P78536	ADAM17	2
P78537	BLOC1S1	2
P78539	SRPX	2
P78540	ARG2	2
P78543	BTG2	2
P78545	ELF3	2
P78549	NTHL1	2
P78552	IL13RA1	2
P78556	CCL20	2
P78559	MAP1A	2
P78560	CRADD	2
P78562	PHEX	2
P78563	ADARB1	2
P79483	HLA-DRB3	2
P79522	PRR3	2
P80075	CCL8	2
P80098	CCL7	2
P80162	CXCL6	2
P80188	LCN2	2
P80192	MAP3K9	2
P80217	IFI35	2
P80297	MT1X	2
P80370	DLK1	2
P80404	ABAT	2
P80511	S100A12	2
P81133	SIM1	2
P81274	GPSM2	2
P81408	ENTREP3	2
P81534	DEFB103A	2
P81605	DCD	1
P81877	SSBP2	2
P82094	TMF1	2
P82251	SLC7A9	2
P82279	CRB1	2
P82675	MRPS5	2
P82912	MRPS11	2
P82914	MRPS15	2
P82930	MRPS34	2
P82932	MRPS6	2
P82933	MRPS9	2
P82979	SARNP	2
P82980	RBP5	2
P82987	ADAMTSL3	2
