gene_or_protein,study_bias_score
MGME1,20
INO80D,15
RBBP5,43
XKR8,1
YIPF2,23
CHODL,10
GPX8,155
COX6B1,51
SLC9A7,2
RNF182,4
BMP7,36
METTL21C,2
PDXP,3
ZNF202,23
VPS36,9
RB1CC1,82
GTF2H5,23
ASB17,1
KLHL9,13
ZNF354B,1
PLS1,39
UNC119,114
SIRT4,110
PPARGC1B,3
ABHD14B,1
FOXN3,18
ATP11B,1
DDX10,29
KCNE3,10
FNTA,19
KRTAP1-1,181
LRP5,35
RASSF4,6
MAGEB4,41
SOX15,2
TRIM11,55
ZMAT2,49
SIAH3,1
BLID,9
MAPKBP1,53
GON4L,8
ARSF,2
CMC4,3
SLC25A3,63
GBP3,3
PDZK1IP1,70
PMVK,29
NDUFV1,54
DPP9,24
CPNE3,9
CCNT2,13
PRR14L,9
CHCHD10,94
CBFB,31
ETNK1,14
HSPG2,24
CLDN2,18
ATG5,104
SLFN5,3
FKBP5,122
PCDHA13,2
TMPRSS4,13
SCNN1A,4
RFXANK,18
PRR16,4
UBE2S,18
ZNF548,2
SLC25A15,9
SERTAD4,11
C6orf201,2
RHOG,9
KTN1,67
MAD2L1BP,27
PM20D2,32
U2AF1L4,2
RBBP6,42
PCDHGB2,2
ZC3H11A,30
RSPH3,7
MSL3,9
ST7,18
SERTAD2,18
NRG1,43
PRKCI,59
KDM6A,17
MAGEA10,40
TXNDC16,16
ZNF816,13
BIRC5,40
C12orf76,2
TMEM216,243
RAMP3,8
PRMT8,36
ZBTB7C,3
KIAA2013,35
E2F1,36
C1QA,11
MMP15,2
MGRN1,23
TMEM95,2
PALM2AKAP2,37
CASP9,9
STX12,101
GPR183,30
AMMECR1L,6
H1-10,46
ND1,27
MBTPS2,2
SIX1,16
ZCCHC9,14
FIGNL1,30
MYLK,13
CD200R1L,1
SRSF5,42
DNAAF4,14
LTN1,56
MRPL3,38
MTRF1,2
ZNF547,10
RALB,17
TOMM40,42
TSPAN3,47
PTMA,12
PMS1,17
ITLN2,2
ZC3HAV1,126
FGD6,11
RPUSD2,7
RPS27L,23
PPAT,7
GNPTAB,18
ISL1,12
MRPS6,27
CD1B,33
RSBN1L,18
RBBP9,2
MRPS12,22
NUP214,27
GUCY2D,2
RPL31,50
PPFIBP2,8
DLST,269
RAE1,50
MYRF,2
FSCN1,50
WIPI1,12
ACHE,4
TOX4,35
RNF2,86
RND2,1
CKAP5,73
IFT81,41
ZNF771,14
SFTPA2,2
RAB14,23
ZNF672,3
FAAP20,29
NBPF3,1
LDB1,28
UQCRH,41
DAPK1,114
FLYWCH2,24
GPR101,18
GMNC,1
MAPK13,87
GNB1L,13
KMT2C,17
RTN4RL2,3
RGS10,4
CTSD,19
ERCC6L,23
NDUFA6,62
FAM161A,138
POLE,25
OPA1,36
CD2,5
COL14A1,30
ITGA6,28
FZD4,3
ABCE1,19
TTC23L,22
STIM2,18
LRP4,24
SCAF11,26
MAN2A1,7
CEBPG,13
SIGLECL1,97
LPCAT1,11
CTSK,6
PHLPP2,22
CHAMP1,27
SNX14,16
UBE2J1,54
FAM122A,14
AKR1C3,8
FRMPD4,10
ARHGAP8,10
AUNIP,7
CRYBB1,11
POLRMT,35
MYT1,1
C9orf78,13
ATG4D,3
MPP2,12
HAND1,4
FOXC2,39
NPRL3,14
ABLIM2,3
DDX60,65
MECR,3
CCL5,46
AKR1C2,6
PARP15,1
BEX5,15
TRPC6,2
CD37,14
NOL7,14
SCAMP5,26
TECTA,1
APOOL,37
TRIM15,9
MORF4L1,106
CEP41,3
GNB1,45
PBX1,26
MVB12A,14
GUCY1B1,11
SINHCAF,46
CD47,25
PIF1,2
TSSK6,17
RFX1,20
UBE2D2,102
PARD3,47
ZNF106,29
HDGF,119
CBLL1,10
RHOJ,23
UBXN11,38
SH3GLB1,67
RSPRY1,40
TSC1,96
SPHK2,4
C21orf91,7
CYP1A2,5
SH3BGRL,1
PITPNB,7
KRT73,11
PFDN1,66
LMO7,25
MCM6,53
CCDC50,13
CEBPD,25
ULK1,43
BEST1,4
RCSD1,3
GPT2,9
GRK3,2
RAB5IF,53
RSPO4,12
MRPS23,51
C7orf25,21
TEPP,1
FADD,64
STK11IP,13
TYW3,26
CSNK1E,122
MRPS35,67
NOMO2,5
DNAJB5,31
TNNI3,12
TRIM35,54
ZNF121,20
HAS3,11
CC2D2A,36
KLK2,3
ZNF281,34
STXBP1,66
CASKIN2,4
CMTM4,27
SLC6A3,6
POLR1F,15
CCR9,17
GRID1,4
GDF6,1
RPS2,116
HOXB7,5
EAF1,93
OR52L1,1
ZNF701,1
NT5C1A,4
RPL39,22
ASCL3,6
BTBD9,23
NEBL,39
POLI,13
ZSWIM8,13
AXIN2,55
GAA,20
RSF1,12
KCTD20,6
TTYH3,21
FRZB,9
TUBG1,110
CYP3A5,3
IRAK4,17
SLC25A10,33
JAM3,4
PDLIM7,151
PFKP,41
PRAM1,16
ACOT8,11
FAM168B,52
TMEM108,25
SOCS3,20
TMEM208,25
CCS,4
MEST,22
AGAP11,2
MLYCD,16
PTGER3,77
TK1,168
STRN3,70
THOC5,47
GPR180,2
HCFC1R1,2
ATP5MD,35
PSG4,5
PRDM1,11
MAGEA3,14
DCAF4L1,4
CD9,87
UEVLD,17
ZFP28,5
ERG,12
CHP2,1
MTHFD2L,7
PFN2,46
SIGLEC8,1
MAK16,63
C11orf54,5
SEMA4A,1
LYPLA2,11
CUX1,41
GRB7,42
C12orf65,2
TAL1,27
EMD,146
RHOH,18
SNX18,40
KIR2DL2,2
ESYT1,33
GCNT3,7
ATP5MF-PTCD1,7
DNM2,101
IL11RA,2
CCDC186,7
C11orf52,2
RPL27,52
PHYHIP,31
WWTR1,40
FFAR3,13
SLC25A14,7
SLC16A4,2
LDLRAD4,41
PCK2,37
PDRG1,25
AMPD1,13
CMTM7,43
ACO1,11
ADAR,38
YPEL5,26
CRX,96
CASP14,20
ZNF624,12
PCGF2,42
VDAC3,33
BLOC1S6,40
HLA-DQA2,1
MPHOSPH10,21
CD27,26
ND4,25
AP2M1,152
CAMKV,56
PLGRKT,143
ANKAR,1
CC2D1B,3
SFPQ,97
NLRP12,18
FGF9,9
ZNF71,58
FAM126A,12
INPP5F,1
TPSG1,2
IRAG2,2
PYCARD,51
WDR25,29
NUCB1,14
ZBTB12,4
MED6,32
PHETA2,8
ZSWIM1,1
SMOC1,25
MCF2L2,7
OTUD5,22
TMPRSS15,1
NIBAN1,4
RAB3A,30
FBXL15,18
ZNF254,7
TTC21A,3
ARRDC4,4
STAP1,8
ETV6,20
GKAP1,23
GLDN,1
PWWP3A,7
GPR182,10
ARF3,6
SLC30A3,26
UBE2I,157
EARS2,4
EGLN2,6
NHP2,21
YIPF6,87
SMIM14,5
NMI,45
UBL4A,42
ZNF155,6
GPD1,7
RASL10B,22
LARP1B,24
MPG,46
NAV2,10
ST8SIA4,65
TDG,15
GLMP,63
C17orf75,14
KCNQ2,2
FTSJ3,67
IQCC,4
HADHA,79
RASA1,43
ANAPC4,31
SPC25,30
ARAF,84
GPAT4,8
ZFAND2B,20
SERPINF1,9
ZMYND11,13
LHX8,26
OPCML,14
MZT2A,17
HERC2,111
SPRR2E,5
KLKB1,6
CAMSAP1,29
AGRN,19
WRAP73,96
NUDT11,3
UBE2NL,2
MMP25,1
IL27RA,35
CARD8,39
ORAI3,4
ST8SIA3,11
ACOX1,22
AZI2,8
SPANXN3,21
WDHD1,14
ALOX12B,17
ZG16B,40
NSD1,13
ZNF33A,4
VPS11,33
AZGP1,23
XPC,52
TERB1,1
ANKRD6,2
EXOC4,62
PGM1,9
POLR3B,16
ZNF648,57
HEY2,25
RBFOX1,77
HID1,9
NUMBL,17
STAG1,26
NGB,15
B3GNTL1,2
NTPCR,33
PCYT1B,5
STIMATE,1
UGT2B11,2
CENPV,26
UBR4,69
SECTM1,2
GTF2F1,44
LRRC32,10
CYP2W1,1
PASK,41
DPP10,1
MRPS22,49
FLACC1,21
TMEM184A,25
PPP2R5D,41
KRTAP13-2,73
SIX4,5
PITPNA,11
SPPL2C,2
TXN2,69
SULT1A3,3
NDUFA7,41
TMEM236,6
ADRB2,85
CDH10,4
MB21D2,28
MTFR1L,17
QRSL1,14
UBC,164
HABP2,2
ATP11C,25
COX6A2,6
RBL1,29
PAGR1,15
ZSCAN1,17
CCKBR,19
SIGMAR1,7
INTS3,24
SERPINA4,12
ZNF404,1
SPRING1,17
FYCO1,46
ATIC,20
PTCHD3,1
NCOA2,17
SFTPD,3
MYL10,3
IPO5,49
TECPR2,12
ZNF431,11
AGPAT1,9
SYP,59
LARS2,22
RTN1,34
PBX3,74
ATP10B,1
PHF24,5
PSMB6,31
APBB3,23
RD3L,1
EIF4ENIF1,44
CHRNG,18
LHX4,58
PTPRA,21
MYH13,27
RELA,174
SORCS2,4
CR1,1
EI24,14
GUSB,7
IKBKE,339
CKAP2L,3
RTL8A,4
RCOR1,32
BDKRB2,30
TFDP1,58
ACAA1,13
C4orf33,2
KAT5,168
ENAH,27
RAB5C,118
ALDH16A1,10
ENAM,1
HMCN1,1
MFSD13A,2
ETV3,6
ROCK1,23
VMAC,19
NODAL,2
PRDX6,26
PRKAR1B,90
FOXL1,117
TMCC1,3
RNASE10,6
ARHGAP29,6
WFS1,15
BTBD7,1
FAM78B,5
CEACAM7,2
COPS3,63
SMARCA5,57
JAG1,6
NCBP3,121
ZNF606,2
AKR1B10,11
STMN1,20
PLK4,35
ZNF341,11
MMRN2,1
CHST4,1
NSD2,26
MPV17L2,2
ZNF214,12
SLC25A22,28
PWWP2B,6
CHRDL1,6
B3GLCT,12
PARP8,5
H2AC12,5
RCBTB2,21
RPA2,85
TRMT10B,31
UBE2H,50
DDA1,60
MYBBP1A,75
NUP54,64
TDRD7,19
SMARCAL1,9
SPATA7,7
STAT5B,36
NRAP,3
MLXIP,3
BAG3,115
COQ10B,11
IL17RD,5
BAHCC1,10
CLDN14,4
MPI,5
MFN1,10
SPINK5,1
B9D2,71
TRAF7,44
ARL2BP,6
PRDX5,25
ABT1,27
PRKD2,38
NGDN,20
TSPAN15,60
TOM1,16
HOXA7,1
ACTR2,82
ELMOD3,2
TEP1,5
EDEM1,15
SMYD3,19
KRT1,66
PHLDB1,2
KMT2E,6
ISX,6
INO80B,82
AIFM1,253
RPL17-C18orf32,1
GDNF,10
RAC3,29
CTRB1,2
CDC42BPB,25
ATRAID,7
FAM89A,1
MXRA8,5
NMT2,30
MAGEA6,105
ERBB4,59
IQCG,2
CHMP4A,25
ANKRD13C,7
GSTO1,10
FAM204A,7
RITA1,4
RAB12,11
BPNT2,16
SUMF1,13
RRP8,121
CEP63,145
GASK1B,1
BIN3,26
ANAPC16,20
FXN,12
PAQR3,1
PPM1J,8
MAP3K6,18
GUCA2B,2
LBR,39
NELL1,35
NEDD8,250
PELI2,19
MEX3A,2
ZNF488,15
TMEM165,12
CHPT1,33
DERL3,15
GREB1,13
GALNT16,8
SRSF10,49
SERPINI2,6
LRRC25,38
KCNJ5,15
PEX12,32
TSSK3,60
SLBP,12
PSORS1C2,26
KRTAP9-3,118
MTSS2,2
PTPRS,44
CASK,45
PPIAL4G,18
NACAD,14
CDT1,26
MDFI,336
LTO1,3
MDC1,156
CLIC2,4
UGCG,12
SMARCD1,156
CENPS,4
GAN,26
MAP4,22
LILRA4,1
HMGA1,46
CSRP1,10
HIPK2,21
SNX30,6
SIK3,14
CPNE4,23
BRI3BP,13
KRT75,137
LARGE1,7
FCGR2B,13
PRTFDC1,25
REXO4,31
GGT6,8
ST14,10
CNOT1,71
YARS2,42
DENND6A,14
TFAP2A,86
CAT,74
MAD1L1,66
MRGPRX3,1
SLC37A3,19
MSH2,52
ZSCAN4,13
DNAJC7,104
LCNL1,2
INPP5A,11
RNF215,1
ACTR8,20
CHMP4C,11
CDC20,54
SIGLEC14,1
HSD17B7,8
BORA,20
PKP2,68
YWHAG,543
GLRX,4
VMP1,93
MMP7,14
NDUFA13,73
NDUFAF4,48
RNF220,10
PITRM1,14
PLPP2,10
ND6,4
GAMT,5
GRAMD1A,31
NDST1,7
OPTC,1
IPPK,97
TTC25,20
CDC123,10
ACVR1,13
SEH1L,58
RANGRF,13
DMTF1,1
RXRA,36
SLC16A5,2
HDC,1
INTS14,35
C16orf92,10
JDP2,15
CKS2,23
WSB1,6
CIB3,54
LRFN1,16
SHROOM3,18
PHYHIPL,31
RACGAP1,73
CREB3L1,187
EDDM3B,20
LMNA,230
NQO1,4
FBXO28,62
RMND5A,40
DBNL,22
RIDA,11
CASP10,15
BARX1,4
NCAPG2,10
SCG5,7
HPX,9
CASTOR2,1
RBM34,125
TXNL4A,24
SFI1,5
PON2,62
FUT11,23
PHYHD1,2
ZCCHC17,46
LRRC57,4
RWDD3,4
AMBN,3
PRKACB,49
DNASE1L2,11
ARF5,34
NUP160,33
ATRIP,31
NME6,9
CORO1A,33
HNRNPA1,194
ETHE1,13
TRIM16,6
POMP,33
PROCR,10
BTN1A1,5
TSPAN14,12
DUSP18,14
PPP1R3C,26
EXO1,15
LRRC18,3
SIK1,8
CCDC125,65
CXCR1,3
USPL1,16
NHSL1,6
BPIFA2,10
BCL2L14,111
MEGF10,25
TVP23B,22
H2BC17,7
SCD5,2
PTPRN2,6
PPIL1,30
PPP1R1A,10
RCN1,65
IRX2,3
BACH2,44
SAMD8,1
OTUD4,53
PAGE1,12
STIM1,38
MYCBPAP,7
GDPD3,6
NEDD4L,40
TNMD,14
KRTAP5-9,182
TBC1D24,12
ACTRT1,4
GNAQ,38
LYSMD1,12
ADGRB3,6
ITM2B,26
DICER1,123
CFAP20DC,1
RHOQ,12
KLHL32,2
C1orf105,7
TOM1L1,34
CA1,3
NEDD1,87
CAMTA2,6
ZNF726,1
TSPAN18,1
DEPTOR,8
MTOR,84
LELP1,13
MPPED1,23
CCL17,8
FAU,5
STRA8,6
DCP1B,33
PDZRN4,1
RAD52,40
VLDLR,5
GCAT,8
G6PD,13
ABCB10,17
UFD1,32
JAGN1,121
C3,39
MTHFSD,3
JMY,15
GGACT,4
ACBD6,6
BICD1,13
GPALPP1,17
CCT5,131
VWA1,14
ZNF296,4
SBSN,17
GANC,2
H2BC9,2
OLIG2,2
CDR1,6
ARL2,20
PYY,2
EMC10,13
IGFBP3,19
MYH4,14
RPL36A,19
ADIPOR2,5
DMXL1,8
CPA4,19
POLB,26
NAAA,35
SLC35G2,14
CPNE8,12
FAAP24,9
FBLN7,4
REEP3,11
TBX18,4
OTUD1,6
NAT8L,3
NLGN1,5
UGT1A7,9
XAGE3,17
WDR35,19
NUMA1,42
CLN8,1
CD34,1
DGAT1,8
MORN5,12
MAGOHB,80
SHARPIN,55
ARAP2,2
PFDN2,75
SENP2,27
RPL36AL,47
TGIF2LX,2
ADAM22,10
ATOH7,1
SPATA31A7,3
PCDHGB3,3
RIMBP2,6
SYCP2,1
CLPP,99
BSPRY,22
NAV3,3
AVEN,3
ASTL,4
CHMP3,25
CPLANE1,5
KLRF2,1
CBX5,151
SHROOM1,6
SHOX,8
CLEC5A,15
PPP2R5C,20
INPP1,3
H1-1,82
TREX2,7
TIPRL,15
TRMT13,3
SLC35A3,2
PTPRQ,8
HSD3B1,4
COMMD8,44
VWA8,32
CDH12,1
CCDC92,35
PSD,7
MS4A6A,4
DTWD1,2
AMZ2,10
ZNF350,7
SERPINB13,23
PFKFB1,15
TAB2,69
OTP,8
EYA1,5
ZNF276,12
LYG2,28
HSPA5,278
PIK3CD,10
PAQR4,1
NAPSA,7
ITCH,49
DHCR24,25
B3GALNT1,20
TRAF3,58
ZFYVE21,22
PDXK,12
PRSS21,5
DPPA3,12
CIBAR1,5
PPP1R11,8
STXBP5L,5
NHLH2,6
GMFG,4
CEP72,59
CTSH,16
CEP192,45
SLC35A2,5
FAM9A,45
NYNRIN,5
SERF1A,15
NFE2,9
XPA,40
SCARB2,133
HERC3,14
MACIR,16
ADRA2C,14
TMEM138,1
EFHD2,7
ISOC2,21
DMKN,10
ULK3,13
NGF,5
SCFD1,34
JRKL,6
SLC20A2,14
TCF24,2
HPCAL4,18
KRAS,52
NLRP5,7
SEC11C,40
TXNL1,12
TSR1,44
NXF5,2
ZC3H14,41
PTH2R,4
TRH,2
LCE3E,44
PF4V1,16
STK17B,19
CTSF,8
EYA2,38
TIMM17A,5
MT1M,6
RHAG,5
ZACN,42
OSGEP,32
MYOT,8
FOXN2,10
CAPN2,17
EFCAB3,9
NXF3,3
RAB4B,21
TRDN,36
ZP3,20
TRIM5,29
MS4A2,1
C12orf66,4
SLC7A6OS,1
GEMIN4,84
MIER3,8
GLRA2,16
TYW1,30
PHPT1,5
C1QL1,18
C1orf43,27
FBXO30,13
NECAP1,9
ZNF330,46
AP3B1,39
MRPL36,2
PGAP1,10
ZNF140,5
PRPSAP1,26
MEOX1,99
XPO5,40
C6orf89,2
GSX1,1
DEDD,17
NKAPL,8
SLC7A2,23
NINL,179
DOLPP1,7
ESYT2,21
SHISA2,4
SPTA1,23
N6AMT1,3
COG3,31
NPFFR1,1
MYO7A,4
MPST,6
DCAF13,12
RGS19,17
CCDC13,58
COX6B2,3
SNRPE,138
MAP3K1,116
ERMP1,54
NPR1,4
TRIM28,158
TMEM86A,46
ASTN1,4
SYT17,44
HLA-B,309
MAL,83
SLC29A3,1
CDH3,5
TARS3,32
VIL1,7
ABCC3,1
ALDH1L2,8
SNAI3,2
P2RY6,344
ASL,5
TRHDE,14
CDC42EP1,14
WNT9A,2
MYO1E,30
CLEC12A,24
PLEKHO2,17
PDZRN3,8
TCEA1,38
CST7,8
CLEC4F,1
RRP36,3
NCAPH2,97
NFIC,20
DHRS1,23
PNPLA5,8
CELSR3,30
PHLPP1,29
KRT79,25
SNURF,8
CUTA,22
CHCHD5,2
CCPG1,26
METTL1,1
GPLD1,1
TEX264,51
DAP,1
MADCAM1,3
ZNF639,17
AKAP4,1
HSPA12B,10
FBXO25,12
AP1M2,16
ARHGAP9,13
MARK4,33
HEATR9,1
FUT9,6
KRBA1,23
AMDHD2,3
GPR151,40
COMT,79
FAM53C,16
PWP1,31
ELAVL2,102
PPP1CC,243
BOD1,12
SNX24,20
CARD6,4
FNDC5,8
AFP,3
AMIGO2,3
CDK7,100
CNGB3,2
STK24,64
HTR2A,18
MTFR1,20
ATG2A,19
SRR,7
HJURP,16
RAMP2,2
TRAF3IP1,127
PROSER1,3
NDRG4,43
FAM114A2,19
DNAAF6,15
PRPS1L1,4
SPSB3,16
FAM47B,3
UBR2,41
ZNF561,2
DYRK1A,44
KASH5,107
STH,15
OR3A1,1
MED7,39
CCNJL,20
SSTR4,3
VNN2,38
ETV1,7
DHX8,50
GEMIN7,32
SPRED2,32
DHFR,9
JUNB,45
SNAP25,15
H2AC20,12
UBR3,31
M6PR,10
LATS2,13
GTF2A1L,1
BCORL1,16
MSI2,18
NDUFB3,25
OR51E1,1
IQCF3,1
PDHB,47
DUSP23,46
RNASE2,2
SYCP1,1
ALKBH7,6
F12,4
SHPRH,15
EPB41L5,53
ITFG2,13
LMX1B,19
KCNH1,5
CELF4,4
ATP1A1,63
PDCL3,13
CACHD1,12
TOM1L2,10
GNAI3,48
KCNIP1,15
LASP1,129
MYCT1,4
ZUP1,4
TLX3,77
KIAA2026,3
GALK2,8
CLDN22,7
USP7,175
QDPR,11
DXO,13
PADI4,6
PCDHGB1,69
PSAP,20
CYGB,10
MTX1,28
NPC2,13
CD84,3
DAAM2,7
LENEP,1
SSTR2,2
ARL6IP6,28
RNH1,30
MICU3,2
RAB15,4
SIGLEC5,23
RSC1A1,3
OVCA2,2
RAD51C,21
KHDC4,28
BEND6,1
ZBTB44,24
FAM50B,47
DBN1,211
FRAT2,12
RFX3,14
IPO13,29
GOLGA7,15
FGF6,1
PYDC2,5
ADAM28,1
PIM2,18
CAV2,5
UNC119B,6
KRT77,22
SCARB1,29
NEK3,7
PIK3C2A,50
RGPD1,2
HLA-DMB,3
CRTAC1,20
CRYBG1,12
CYP24A1,4
ANGPTL2,2
HOXC9,24
FOXN4,6
CTNS,1
PIWIL4,12
FAM13C,19
TUFT1,13
TERT,21
TRIM40,1
KCNG3,1
SLC15A4,13
DUOX1,1
TEX9,16
COPRS,24
ETV4,5
LIN7C,37
RNF152,7
POMGNT2,12
NUP205,53
TRIM31,13
TCN1,1
NUP42,17
SYT10,2
EIF3D,68
MAGEC1,8
GPR135,3
CDH8,17
VPS25,20
THOP1,6
EFEMP1,73
NCL,110
MBNL1,16
GPR37L1,49
EPM2A,6
MYNN,5
SYNPO,155
BRD1,47
TBX1,1
YIPF1,34
ANXA7,113
PACRG,3
CT45A2,4
DLK2,28
ANKHD1,46
EDC3,41
MTARC2,7
WASHC1,7
HS1BP3,7
RSAD2,7
PKD2L2,4
C1QTNF8,1
TMEM267,8
SPRR2D,4
GTF2E1,8
ECSIT,100
MYLK2,21
OGFR,6
ARMC2,1
RAB7A,113
HSPBP1,54
SLC25A25,13
CSF3R,1
TMEM50B,21
CTSS,1
SEC14L2,1
CDH11,3
PRLHR,3
ZNHIT2,21
SAP130,24
PALM,13
PTGDR,2
ZNF473,19
TMEM30A,42
LGALS3BP,109
SLC25A27,2
KRTAP5-4,33
MGA,38
MIDEAS,33
KCNA1,13
NBPF1,3
NPHP4,43
TLK2,23
TMEM31,2
SPATA33,2
ARG1,28
ZNF695,12
DTNBP1,113
MYO16,10
MBLAC2,34
GALNT7,19
IARS1,44
PITPNC1,21
FAM72D,3
PRDM10,14
RGS14,4
ZNF641,6
ABCC2,1
TBKBP1,14
GLIS2,47
ZBTB32,3
CRIP1,5
PSENEN,9
HSF4,43
SHCBP1L,2
CABS1,7
NEK6,132
SLC46A1,1
FBXO48,1
ASMTL,15
EIF2B3,35
FBXO24,13
SPINK9,1
GALM,3
PGM3,4
PEX26,5
CDKN3,8
TAF3,8
DDI2,9
FDX2,2
SPCS2,29
STX10,27
GET1,35
CTCFL,12
XRCC4,30
SLC39A4,69
GSTP1,59
PARVB,8
ITPRIP,23
SLC13A3,9
TMPRSS11B,50
EID2B,13
SEC61B,25
DTX3,47
WDR53,4
IQSEC2,4
APLNR,101
KIRREL2,7
HCFC2,37
GPR63,1
ANKDD1A,2
RPRD1B,51
GRB10,36
HDAC9,26
JMJD8,11
RPL7L1,27
PTER,9
CLASP2,31
SLC26A3,1
ZNF333,4
CD80,5
RAB40AL,11
PTPRB,7
TRPM4,9
CD55,5
NCF1,49
MAEA,35
NACA,27
RPE,7
ROPN1L,11
TRPV6,2
C18orf32,6
SLC17A7,2
RTEL1,27
OMG,2
CHCHD7,3
THAP12,21
EGF,6
SPIRE2,10
TUBGCP3,29
TUBB2B,62
MID1IP1,11
CRIP3,2
COCH,14
OTOS,3
ACAP2,4
PLTP,22
TRIM26,54
RTRAF,42
METTL23,2
PECR,9
TBRG1,2
CLRN2,12
E4F1,69
NRG3,1
POLH,20
CCER1,7
MOCS3,12
COL18A1,25
TMEM200C,1
THRB,16
POLR3A,29
TNK1,27
SLC26A1,1
TIMM21,18
COL4A5,43
NOVA1,11
FNDC9,90
POLQ,1
FPGS,6
CDK5RAP2,55
ATP5MF,30
LRRC34,1
FAM220A,2
ASB10,4
RPL26,48
GRPEL1,46
ANAPC1,45
ZNF846,2
NKTR,20
GSTT2,1
TTC27,11
CADM4,5
MINDY1,12
ZDHHC9,19
DNM1L,205
NRSN1,7
IFNA2,7
DR1,10
ANKRD40,26
NCEH1,37
KIF27,5
SLC18B1,1
LRRC73,8
FBXW7,58
AKR7A2,30
HLA-DPA1,63
GAGE2E,1
ZNF445,17
IBTK,46
SLC12A6,17
TRIM73,1
EME2,2
SIRPB1,9
HENMT1,11
FGD2,5
CMC1,2
HSF1,31
HSPB3,17
GK2,2
MATN4,16
PRC1,21
CHAD,2
FBP2,22
BLK,60
SLC18A3,3
SYF2,38
MRPL39,69
MSGN1,27
GGT5,4
KCTD16,2
CCNYL1,32
SPANXA1,4
ELOVL5,22
PPARG,42
ANGEL2,15
AKAP1,36
UQCC3,2
STX8,109
ACSL1,4
LINGO2,11
RANGAP1,53
CNOT3,29
MZT2B,28
PKNOX1,21
NCKAP1L,3
IFNA6,4
MAK,7
CLSPN,16
NFYA,33
FAM214A,8
WBP2NL,6
H2BC18,4
FHOD1,30
TRAPPC8,15
ATL3,60
TVP23A,3
TCF7L1,1
CDC25B,22
EZH2,107
SECISBP2L,6
TRAPPC9,27
CLK1,27
OPRK1,12
LSM6,34
CARM1,66
ESCO2,12
KMO,1
TMEM47,4
BCHE,30
ZNF280C,9
ADAM23,2
NRIP1,22
VIPR1,26
WIF1,9
BPIFB2,2
GOLGA6A,44
TMLHE,11
KIF22,51
LAMTOR4,17
CYB561D2,19
KRT16,76
CIR1,20
BET1,319
STING1,72
RAB40B,8
PTCH2,1
TBC1D3B,1
TCF3,33
BAG6,199
INTS8,9
HIGD1A,17
COMMD5,15
ABHD1,1
JADE2,25
AKAP8L,95
CCR1,21
SH2D4A,79
KREMEN1,2
CYBRD1,35
ZNF32,9
ZNF362,2
SIK1B,6
C17orf97,1
BCL2,42
ACSM2B,2
TMEM86B,104
CDC14B,17
CYP1B1,5
TRIM54,263
CAPG,10
TPM3,88
LSM2,49
RNF13,28
UBA7,5
CFAP53,25
TOPAZ1,1
ADARB1,21
GPRIN2,2
DSTN,23
OTX1,129
CPLX4,99
RAB7B,6
FILIP1L,2
GNA14,4
IDO1,2
RAB11B,51
MED11,27
CHD7,18
TOLLIP,86
TMEM237,152
PTPRC,9
CYFIP2,37
TCP11,12
LRRC37B,1
COQ6,59
ALDH8A1,3
MICAL2,3
JTB,4
BCKDHA,40
APPBP2,134
CCNB1,57
CRTAP,20
TMEM175,1
GSS,5
IMP4,14
HOXC13,19
EIF4E2,67
WDR47,15
TSPOAP1,5
BCL9,6
RPS27,57
EDAR,6
CPZ,2
MMP28,3
NEUROD2,2
P4HTM,3
DOK2,31
SLC25A2,3
P2RY2,1
CAMK2B,54
PIBF1,39
MSTN,4
MYO1G,5
TMEM260,6
TMX1,44
NRG4,5
ANKMY2,17
ERGIC1,10
PNMA1,161
CCDC126,3
HTRA4,9
CASKIN1,5
TMEM147,50
CFHR3,3
MC5R,2
TECR,58
RERG,1
MNX1,1
SSBP4,21
GLI3,7
HACD2,31
FAS,54
ZNF263,66
PLS3,28
TXNDC5,23
TMEM91,1
SLX1B,61
GTF3C2,48
PTEN,44
BBS7,64
HMGCL,9
HACE1,6
SOX9,1
GOLGA5,40
EID2,6
TMCO1,19
SBK3,11
TAZ,67
NALCN,3
MED26,90
ERC2,5
H2AC1,11
UBE2L6,27
BTN2A2,60
GLRA1,2
VSIR,28
MED12,58
PHF21B,3
COPG1,56
RRM1,32
ALPP,41
USF2,25
DPAGT1,7
ZFYVE9,40
CCDC146,70
KIAA1109,5
CBWD5,22
ARPC2,36
NBR1,27
EHD2,7
ACSBG2,3
CYB5D1,1
WFDC9,4
PLK1,180
RASAL3,23
HNRNPU,304
TRAPPC5,37
GRINA,8
ELF3,32
MCL1,38
CLTC,206
RASSF3,34
CYLD,31
TNIK,188
TPD52,25
GLT8D2,8
BUD13,21
CS,19
NDUFB4,26
ERCC6,17
TEX44,12
RHBG,3
GSX2,1
PLSCR2,13
AFF4,40
CABLES2,4
FBN1,20
EXOSC2,43
PLAAT5,5
IL22,3
ZNF830,18
KLHL23,25
CRACDL,2
SLC2A13,3
TMX2,168
ATP5F1A,128
ZP2,11
DNAI2,10
METTL6,9
NCS1,34
ATP1A4,9
IYD,2
ECD,42
TMEM184B,19
C1orf52,13
BARHL2,2
NUDT2,5
ARHGEF10L,4
MAP2K3,16
DNPEP,25
PLCG1,114
SRP68,43
C2orf72,1
BOLA3,29
BET1L,7
SPRN,1
AGPAT4,34
FAM189B,74
USP48,14
EPHA6,3
SLC25A21,4
LRRIQ1,29
